t,robot1_x,robot1_y,robot2_x,robot2_y,distance,distance_minus_d_safe
1783683567.939192,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683567.9399886,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.7097578,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.7098153,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.7098517,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.7098565,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.7119303,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.711952,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.7122655,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.9202983,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.9206583,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.92245,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.922486,0.0,-0.7,0.0,0.7,1.4,0.7499999999999999
1783683568.9260302,0.0007904897763771567,-0.6999984378096993,0.0,0.7,1.3999986609792472,0.7499986609792472
1783683568.926175,0.0007904897763771567,-0.6999984378096993,0.0,0.7,1.3999986609792472,0.7499986609792472
1783683568.9261854,0.0007904897763771567,-0.6999984378096993,0.0,0.7,1.3999986609792472,0.7499986609792472
1783683569.1464787,0.0007904897763771567,-0.6999984378096993,0.0,0.7,1.3999986609792472,0.7499986609792472
1783683569.1473083,0.0007904897763771567,-0.6999984378096993,0.0,0.7,1.3999986609792472,0.7499986609792472
1783683569.1498804,0.0007904897763771567,-0.6999984378096993,0.0,0.7,1.3999986609792472,0.7499986609792472
1783683569.1499152,0.0007904897763771567,-0.6999984378096993,0.0,0.7,1.3999986609792472,0.7499986609792472
1783683569.1506267,0.009603047534601623,-0.6997693208204857,0.0,0.7,1.3998022610469651,0.7498022610469651
1783683569.1516218,0.009603047534601623,-0.6997693208204857,0.0,0.7,1.3998022610469651,0.7498022610469651
1783683569.1525578,0.009603047534601623,-0.6997693208204857,0.0,0.7,1.3998022610469651,0.7498022610469651
1783683569.4211857,0.009603047534601623,-0.6997693208204857,0.0,0.7,1.3998022610469651,0.7498022610469651
1783683569.4212081,0.009603047534601623,-0.6997693208204857,0.0,0.7,1.3998022610469651,0.7498022610469651
1783683569.422868,0.009603047534601623,-0.6997693208204857,0.0,0.7,1.3998022610469651,0.7498022610469651
1783683569.4229014,0.020758407503820967,-0.6989198049728657,0.0,0.7,1.3990738122870483,0.7490738122870483
1783683569.4229057,0.020758407503820967,-0.6989198049728657,0.0,0.7,1.3990738122870483,0.7490738122870483
1783683569.4235208,0.020758407503820967,-0.6989198049728657,0.0,0.7,1.3990738122870483,0.7490738122870483
1783683569.424133,0.020758407503820967,-0.6989198049728657,0.0,0.7,1.3990738122870483,0.7490738122870483
1783683569.5910861,0.020758407503820967,-0.6989198049728657,0.0,0.7,1.3990738122870483,0.7490738122870483
1783683569.5911942,0.020758407503820967,-0.6989198049728657,0.0,0.7,1.3990738122870483,0.7490738122870483
1783683569.5914564,0.020758407503820967,-0.6989198049728657,0.0,0.7,1.3990738122870483,0.7490738122870483
1783683569.5916889,0.020758407503820967,-0.6989198049728657,0.0,0.7,1.3990738122870483,0.7490738122870483
1783683569.5955122,0.02790494829777111,-0.6980437183776644,0.0,0.7,1.3983221819862357,0.7483221819862357
1783683569.5960758,0.02790494829777111,-0.6980437183776644,0.0,0.7,1.3983221819862357,0.7483221819862357
1783683569.596811,0.02790494829777111,-0.6980437183776644,0.0,0.7,1.3983221819862357,0.7483221819862357
1783683569.8308344,0.02790494829777111,-0.6980437183776644,0.0,0.7,1.3983221819862357,0.7483221819862357
1783683569.8310525,0.02790494829777111,-0.6980437183776644,0.0,0.7,1.3983221819862357,0.7483221819862357
1783683569.8310616,0.02790494829777111,-0.6980437183776644,0.0,0.7,1.3983221819862357,0.7483221819862357
1783683569.831067,0.02790494829777111,-0.6980437183776644,0.0,0.7,1.3983221819862357,0.7483221819862357
1783683569.8319025,0.03658696505493774,-0.6966250108641295,0.0,0.7,1.3971041575284073,0.7471041575284073
1783683569.8326492,0.03658696505493774,-0.6966250108641295,0.0,0.7,1.3971041575284073,0.7471041575284073
1783683569.8333874,0.03658696505493774,-0.6966250108641295,0.0,0.7,1.3971041575284073,0.7471041575284073
1783683570.039856,0.03658696505493774,-0.6966250108641295,0.0,0.7,1.3971041575284073,0.7471041575284073
1783683570.0400548,0.03658696505493774,-0.6966250108641295,0.0,0.7,1.3971041575284073,0.7471041575284073
1783683570.0431168,0.03658696505493774,-0.6966250108641295,0.0,0.7,1.3971041575284073,0.7471041575284073
1783683570.0433471,0.03658696505493774,-0.6966250108641295,0.0,0.7,1.3971041575284073,0.7471041575284073
1783683570.0435243,0.04521461001864539,-0.6948220737851113,0.0,0.7,1.3955547207033254,0.7455547207033254
1783683570.0436046,0.04521461001864539,-0.6948220737851113,0.0,0.7,1.3955547207033254,0.7455547207033254
1783683570.0437148,0.04521461001864539,-0.6948220737851113,0.0,0.7,1.3955547207033254,0.7455547207033254
1783683570.2600923,0.04521461001864539,-0.6948220737851113,0.0,0.7,1.3955547207033254,0.7455547207033254
1783683570.2613256,0.04521461001864539,-0.6948220737851113,0.0,0.7,1.3955547207033254,0.7455547207033254
1783683570.2639105,0.04521461001864539,-0.6948220737851113,0.0,0.7,1.3955547207033254,0.7455547207033254
1783683570.2646022,0.04521461001864539,-0.6948220737851113,0.0,0.7,1.3955547207033254,0.7455547207033254
1783683570.2701774,0.053719630557992705,-0.6926504691614336,0.0,0.7,1.3936861655203612,0.7436861655203612
1783683570.2722936,0.053719630557992705,-0.6926504691614336,0.0,0.7,1.3936861655203612,0.7436861655203612
1783683570.2760031,0.053719630557992705,-0.6926504691614336,0.0,0.7,1.3936861655203612,0.7436861655203612
1783683570.453977,0.053719630557992705,-0.6926504691614336,0.0,0.7,1.3936861655203612,0.7436861655203612
1783683570.4539945,0.053719630557992705,-0.6926504691614336,0.0,0.7,1.3936861655203612,0.7436861655203612
1783683570.4539988,0.053719630557992705,-0.6926504691614336,0.0,0.7,1.3936861655203612,0.7436861655203612
1783683570.4540021,0.053719630557992705,-0.6926504691614336,0.0,0.7,1.3936861655203612,0.7436861655203612
1783683570.4557037,0.06145528829267468,-0.6903240661098967,0.0,0.7,1.3916816307128195,0.7416816307128195
1783683570.456316,0.06145528829267468,-0.6903240661098967,0.0,0.7,1.3916816307128195,0.7416816307128195
1783683570.4840958,0.06145528829267468,-0.6903240661098967,0.0,0.7,1.3916816307128195,0.7416816307128195
1783683570.6462944,0.06145528829267468,-0.6903240661098967,0.0,0.7,1.3916816307128195,0.7416816307128195
1783683570.6468585,0.06145528829267468,-0.6903240661098967,0.0,0.7,1.3916816307128195,0.7416816307128195
1783683570.6472552,0.06145528829267468,-0.6903240661098967,0.0,0.7,1.3916816307128195,0.7416816307128195
1783683570.6480365,0.06145528829267468,-0.6903240661098967,0.0,0.7,1.3916816307128195,0.7416816307128195
1783683570.6498082,0.06819290904527191,-0.6880152397427713,0.0,0.7,1.3896893820570981,0.7396893820570981
1783683570.6503906,0.06819290904527191,-0.6880152397427713,0.0,0.7,1.3896893820570981,0.7396893820570981
1783683570.6506076,0.06819290904527191,-0.6880152397427713,0.0,0.7,1.3896893820570981,0.7396893820570981
1783683570.8610945,0.06819290904527191,-0.6880152397427713,0.0,0.7,1.3896893820570981,0.7396893820570981
1783683570.8611324,0.06819290904527191,-0.6880152397427713,0.0,0.7,1.3896893820570981,0.7396893820570981
1783683570.8611605,0.06819290904527191,-0.6880152397427713,0.0,0.7,1.3896893820570981,0.7396893820570981
1783683570.8613522,0.06819290904527191,-0.6880152397427713,0.0,0.7,1.3896893820570981,0.7396893820570981
1783683570.862744,0.07645479040084985,-0.6848098187437788,0.0,0.7,1.3869187319610385,0.7369187319610385
