robot,t,center_distance,inflated_clearance,active_flag
robot1,1783867353.4283495,0.36999999999999994,0.11999999999999994,1.0
robot1,1783867354.0250092,0.36999999999999994,0.11999999999999994,1.0
robot1,1783867354.5154138,0.36999999999999994,0.11999999999999994,1.0
robot1,1783867355.0089104,0.36999999999999994,0.11999999999999994,1.0
robot1,1783867355.4846542,0.36910979761593304,0.11910979761593304,1.0
robot1,1783867355.9613738,0.3645953349415424,0.11459533494154239,1.0
robot1,1783867356.4561477,0.35630189686976405,0.10630189686976405,1.0
robot1,1783867357.0673013,0.35134393914468515,0.10134393914468515,1.0
robot1,1783867357.5615723,0.3510720900414076,0.1010720900414076,1.0
robot1,1783867358.0553591,0.3510720900414076,0.1010720900414076,1.0
robot1,1783867358.5433147,0.3513115459302207,0.10131154593022068,1.0
robot1,1783867359.0332866,0.3531263026000761,0.1031263026000761,1.0
robot1,1783867359.532546,0.35751815609445226,0.10751815609445226,1.0
robot1,1783867360.003683,0.36398288296617776,0.11398288296617776,1.0
robot1,1783867360.5037313,0.3714230093904053,0.12142300939040529,1.0
robot1,1783867361.0019186,0.3903627225523491,0.1403627225523491,1.0
robot1,1783867361.4782825,0.41070696373948523,0.16070696373948523,0.0
robot1,1783867361.9456773,0.42141000692766145,0.17141000692766145,0.0
robot1,1783867362.4181304,0.4358278148283193,0.18582781482831928,0.0
robot1,1783867362.8930933,0.4485277433810576,0.1985277433810576,0.0
robot1,1783867363.4696162,0.46317191957935777,0.21317191957935777,0.0
robot1,1783867363.9837115,0.47032592970441317,0.22032592970441317,0.0
robot1,1783867364.4434626,0.47032592970441317,0.22032592970441317,0.0
robot1,1783867364.935879,0.47095945448564686,0.22095945448564686,0.0
robot1,1783867365.4347215,0.4739206730394342,0.2239206730394342,0.0
robot1,1783867365.9160407,0.48641508367122493,0.23641508367122493,0.0
robot1,1783867366.3892665,0.4981891622530983,0.24818916225309828,0.0
robot1,1783867366.877082,0.5070762498992868,0.2570762498992868,0.0
robot1,1783867367.368682,0.5118335087709037,0.2618335087709037,0.0
robot1,1783867367.8200393,0.5191079180069784,0.2691079180069784,0.0
robot1,1783867368.273614,0.5287802725283813,0.27878027252838133,0.0
robot1,1783867368.7631726,0.5379421587010108,0.2879421587010108,0.0
robot1,1783867369.2197952,0.5454274183883986,0.2954274183883986,0.0
robot1,1783867369.709546,0.5523259243528741,0.3023259243528741,0.0
robot1,1783867370.318961,0.5567037597343908,0.3067037597343908,0.0
robot1,1783867370.810981,0.5569551458960029,0.3069551458960029,0.0
robot1,1783867371.3000882,0.5569551458960029,0.3069551458960029,0.0
robot1,1783867371.7946513,0.556537827167384,0.306537827167384,0.0
robot1,1783867372.2706428,0.556537827167384,0.306537827167384,0.0
robot1,1783867372.7467644,0.5475217082386002,0.29752170823860025,0.0
robot1,1783867373.2405438,0.5354072851830612,0.28540728518306124,0.0
robot1,1783867373.7296345,0.52250710989177,0.27250710989176996,0.0
robot1,1783867374.2280674,0.5116669071283411,0.26166690712834106,0.0
robot1,1783867374.700302,0.508847389509185,0.25884738950918496,0.0
robot1,1783867375.1540716,0.5110598935256875,0.2610598935256875,0.0
robot1,1783867375.6286755,0.5148480863188666,0.2648480863188666,0.0
robot1,1783867376.1128535,0.5208238176484684,0.2708238176484684,0.0
robot1,1783867376.7276611,0.5297987981414027,0.27979879814140274,0.0
robot1,1783867377.2078648,0.5332337519857366,0.28323375198573664,0.0
robot1,1783867377.6600933,0.5332337519857366,0.28323375198573664,0.0
robot1,1783867378.1290102,0.5334997465324979,0.2834997465324979,0.0
robot1,1783867378.5964754,0.5352454185360644,0.28524541853606444,0.0
robot1,1783867379.0465765,0.5390441708329968,0.2890441708329968,0.0
robot1,1783867379.5424018,0.541395079240962,0.291395079240962,0.0
robot1,1783867380.0310493,0.541143150641188,0.291143150641188,0.0
robot1,1783867380.524574,0.5392082392503277,0.2892082392503277,0.0
robot1,1783867381.0131757,0.5374486006653189,0.28744860066531885,0.0
robot1,1783867381.5243173,0.5296082359252695,0.2796082359252695,0.0
robot1,1783867381.995811,0.5227146956356965,0.2727146956356965,0.0
robot1,1783867382.48647,0.5159599896780287,0.2659599896780287,0.0
robot1,1783867383.0575101,0.5083718360559655,0.2583718360559655,0.0
robot1,1783867383.5342946,0.5043104859548171,0.2543104859548171,0.0
robot1,1783867384.0071073,0.5043104859548171,0.2543104859548171,0.0
robot1,1783867384.4784567,0.5043104859548171,0.2543104859548171,0.0
robot1,1783867384.9689128,0.5051716989711579,0.2551716989711579,0.0
robot1,1783867385.466095,0.5128284466540909,0.2628284466540909,0.0
robot1,1783867385.9434915,0.5198278533978623,0.2698278533978623,0.0
robot1,1783867386.4589708,0.5277967132754547,0.27779671327545474,0.0
robot1,1783867386.9302013,0.5343017322788034,0.2843017322788034,0.0
robot1,1783867387.3850825,0.5412152329154587,0.2912152329154587,0.0
robot1,1783867387.8783429,0.5443479923658668,0.29434799236586684,0.0
robot1,1783867388.3761966,0.5427540615266933,0.29275406152669325,0.0
robot1,1783867388.8502722,0.5423385179761115,0.29233851797611154,0.0
robot1,1783867389.4670894,0.5388530054787998,0.2888530054787998,0.0
robot1,1783867389.9378853,0.53575080904435,0.28575080904435,0.0
robot1,1783867390.3843858,0.5356048930851836,0.28560489308518355,0.0
robot1,1783867390.8569365,0.5346434855664182,0.28464348556641816,0.0
robot1,1783867391.3498006,0.5271882928344356,0.2771882928344356,0.0
robot1,1783867391.8274887,0.5222676571431819,0.2722676571431819,0.0
robot1,1783867392.302347,0.5179503504732039,0.2679503504732039,0.0
robot1,1783867392.7781994,0.5164210986614293,0.26642109866142927,0.0
robot1,1783867393.2684252,0.5226272716561315,0.27262727165613154,0.0
robot1,1783867393.766351,0.5368448407619582,0.28684484076195815,0.0
robot1,1783867394.2176301,0.5484428646889831,0.29844286468898307,0.0
robot1,1783867394.6670568,0.5586621096351329,0.30866210963513285,0.0
robot1,1783867395.146217,0.5716550734323083,0.32165507343230826,0.0
robot1,1783867395.6378078,0.5855264942020034,0.3355264942020034,0.0
robot1,1783867396.2457674,0.6032113160937399,0.3532113160937399,0.0
robot1,1783867396.7413983,0.6099771477932556,0.3599771477932556,0.0
robot1,1783867397.2099519,0.6099771477932556,0.3599771477932556,0.0
robot1,1783867397.6833148,0.6099771477932556,0.3599771477932556,0.0
robot1,1783867398.1739588,0.6107467695394002,0.3607467695394002,0.0
robot1,1783867398.6647246,0.6107467695394002,0.3607467695394002,0.0
robot1,1783867399.1552715,0.6213603529429174,0.37136035294291736,0.0
robot1,1783867399.6478708,0.6291205085076048,0.3791205085076048,0.0
robot1,1783867400.142396,0.6322347804361419,0.3822347804361419,0.0
robot1,1783867400.5934458,0.6323883253419446,0.38238832534194456,0.0
robot1,1783867401.045349,0.6369544652072162,0.3869544652072162,0.0
robot1,1783867401.4940143,0.6452696119094854,0.3952696119094854,0.0
robot1,1783867401.9428566,0.6500876601322079,0.40008766013220787,0.0
robot1,1783867402.530555,0.6543792526007837,0.40437925260078367,0.0
robot1,1783867402.9815326,0.6563081815594084,0.4063081815594084,0.0
robot1,1783867403.4333336,0.6563081815594084,0.4063081815594084,0.0
robot1,1783867403.9077983,0.6563081815594084,0.4063081815594084,0.0
robot1,1783867404.397565,0.6575964667717115,0.40759646677171146,0.0
robot1,1783867404.8771124,0.6596767538091506,0.4096767538091506,0.0
robot1,1783867405.3292603,0.654730513884616,0.404730513884616,0.0
robot1,1783867405.8082361,0.6469462465918276,0.39694624659182765,0.0
robot1,1783867406.2876787,0.6396996197430734,0.38969961974307343,0.0
robot1,1783867406.7445304,0.6317786729670138,0.38177867296701384,0.0
robot1,1783867407.2163465,0.6234906620617799,0.37349066206177994,0.0
robot1,1783867407.7073169,0.6153943392910827,0.36539433929108267,0.0
robot1,1783867408.198388,0.6057044090473658,0.3557044090473658,0.0
robot1,1783867408.8121634,0.5887157406877304,0.33871574068773036,0.0
robot1,1783867409.306801,0.5822407394973305,0.33224073949733046,0.0
robot1,1783867409.7986674,0.5822407394973305,0.33224073949733046,0.0
robot1,1783867410.289405,0.5822407394973305,0.33224073949733046,0.0
robot1,1783867410.7791114,0.580590264891449,0.33059026489144905,0.0
robot1,1783867411.270983,0.5689814565044647,0.31898145650446474,0.0
robot1,1783867411.7645385,0.5556384694951725,0.3056384694951725,0.0
robot1,1783867412.216827,0.5463289813255017,0.2963289813255017,0.0
robot1,1783867412.6689243,0.5415294561893099,0.2915294561893099,0.0
robot1,1783867413.1433637,0.5372225759262661,0.2872225759262661,0.0
robot1,1783867413.6357133,0.5337328826195038,0.2837328826195038,0.0
robot1,1783867414.1297734,0.5272344557187136,0.27723445571871363,0.0
robot1,1783867414.6070826,0.5191376741874351,0.26913767418743506,0.0
robot1,1783867415.180408,0.5093861302704075,0.25938613027040747,0.0
robot1,1783867415.6288538,0.5059044293839031,0.2559044293839031,0.0
robot1,1783867416.0781376,0.5059044293839031,0.2559044293839031,0.0
robot1,1783867416.528622,0.5056657963127988,0.25566579631279884,0.0
robot1,1783867416.9815598,0.5007062783612849,0.2507062783612849,0.0
robot1,1783867417.4555569,0.49578556058437073,0.24578556058437073,0.0
robot1,1783867417.9258227,0.493893605637732,0.243893605637732,0.0
robot1,1783867418.4156656,0.49446537871542134,0.24446537871542134,0.0
robot1,1783867418.8855271,0.4971379482852992,0.24713794828529922,0.0
robot1,1783867419.3768313,0.5017828029698866,0.25178280296988664,0.0
robot1,1783867419.8677425,0.5174895428039387,0.26748954280393866,0.0
robot1,1783867420.364691,0.5364775411919969,0.28647754119199687,0.0
robot1,1783867420.8620944,0.548896723512589,0.298896723512589,0.0
robot1,1783867421.3404891,0.5626145783510732,0.3126145783510732,0.0
robot1,1783867421.953057,0.5824196920665174,0.33241969206651745,0.0
robot1,1783867422.4415655,0.5899124117168765,0.3399124117168765,0.0
robot1,1783867422.9217193,0.5899124117168765,0.3399124117168765,0.0
robot1,1783867423.3937478,0.5904048008391952,0.3404048008391952,0.0
robot1,1783867423.8963537,0.6025243414831312,0.35252434148313117,0.0
robot1,1783867424.3494358,0.6162009831745314,0.3662009831745314,0.0
robot1,1783867424.830701,0.6281548311051701,0.3781548311051701,0.0
robot1,1783867425.325915,0.6397159296439987,0.3897159296439987,0.0
robot1,1783867425.7776272,0.646894686178028,0.39689468617802803,0.0
robot1,1783867426.229244,0.6517197384397254,0.4017197384397254,0.0
